mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__colsample_bytree,param_classifier__learning_rate,param_classifier__max_depth,param_classifier__min_child_weight,param_classifier__n_estimators,param_classifier__objective,param_classifier__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.9701991081237793,0.03471908967073504,0.018000364303588867,0.0020972385222196048,0.7,0.015,8,3,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.7, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 8, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9544538621696889,0.9027856781202548,0.8799278282402545,0.8885005901002317,0.8823067183928806,0.9015949354046622,0.02759871277536095,32
2.308400535583496,0.2882612103840617,0.01680026054382324,0.0014698534027282116,0.8,0.01,6,1,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 6, 'classifier__min_child_weight': 1, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9572081044512719,0.9070971837863936,0.8881164597863249,0.8850508561215696,0.8843699326696177,0.9043685073630355,0.02770094722265408,8
1.966200351715088,0.05796693675295757,0.01659979820251465,0.0012000085344415292,0.8,0.01,6,1,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 6, 'classifier__min_child_weight': 1, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9556185622683757,0.8985621933107415,0.8879630682439383,0.8872348979512135,0.8930122496804848,0.9044781942909508,0.025891638987454037,7
1.8194001197814942,0.050543539825065965,0.016401243209838868,0.0008000982581741138,0.8,0.01,6,2,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 6, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9573029849075294,0.9036280208864254,0.8723930598373547,0.8837747837921128,0.8812653082919417,0.8996728315430728,0.0305700797460569,51
2.00479941368103,0.04641659620994484,0.016800594329833985,0.0007483158740195666,0.8,0.01,6,2,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 6, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.957344755162205,0.8979789207428811,0.8851034429476919,0.8847503146856174,0.8954701456336231,0.9041295158344036,0.027137505764623187,14
1.7870007514953614,0.06975442941301828,0.016399288177490236,0.000490544395049374,0.8,0.01,6,3,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 6, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.953621781181575,0.900355381625826,0.8699031928735206,0.8852247338402646,0.8838140429631891,0.8985838264968751,0.029159922739016086,61
1.7264004230499268,0.055142021890076706,0.01699972152709961,0.0012649711799926084,0.8,0.01,6,3,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 6, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9544625763345665,0.8997748344242205,0.8768662268857857,0.8872226624485386,0.8906564974958369,0.9017965595177897,0.027334292171115132,30
2.216399812698364,0.03741493944508834,0.018000459671020506,0.0016744533327989605,0.8,0.01,7,1,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 7, 'classifier__min_child_weight': 1, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9574118541678862,0.9059786408534765,0.88514067542337,0.8863022249196151,0.8831031035672375,0.9035872997863171,0.028147664999963646,20
2.426999568939209,0.12053210727763827,0.017000961303710937,0.0015493586513301459,0.8,0.01,7,1,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 7, 'classifier__min_child_weight': 1, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9563423604603197,0.8982503458622995,0.8837363832189111,0.8884312465649997,0.892321397896277,0.9038163468005613,0.02669083203813865,17
2.044000196456909,0.1333043268079643,0.022600936889648437,0.0070609733395627285,0.8,0.01,7,2,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 7, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9580704941673491,0.9032139681051148,0.87167995811946,0.8840793997512679,0.8803054554227789,0.8994698551131941,0.03106274935132243,54
2.0866010189056396,0.07470618234571538,0.0165987491607666,0.0007994416557754612,0.8,0.01,7,2,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 7, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9578606271361634,0.8984113631674364,0.8830384987105409,0.8837088523486936,0.8948203924025167,0.9035679467530702,0.02780880102437026,21
1.8590007781982423,0.19008412448762965,0.021199893951416016,0.009906999209757433,0.8,0.01,7,3,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 7, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9535747100523139,0.9010508086601304,0.8681051765516505,0.8844166401020733,0.8837666218274075,0.8981827914387152,0.02959218125335733,62
2.02760009765625,0.07176191182960863,0.017199611663818358,0.002134332008062066,0.8,0.01,7,3,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 7, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9544834911503968,0.8997709643184179,0.8776510165795782,0.8875096128876785,0.8904203681732386,0.901967090621862,0.027189748854242655,29
3.2941707134246827,0.40366857286344615,0.0218109130859375,0.004618139017258146,0.8,0.01,8,1,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 8, 'classifier__min_child_weight': 1, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9573455915554496,0.905318651534072,0.8817521141085276,0.8855192142828688,0.8833167194844077,0.902650458193065,0.02864503665585024,25
4.145781183242798,0.3279247731511563,0.019399642944335938,0.0023322368977940324,0.8,0.01,8,1,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 8, 'classifier__min_child_weight': 1, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9566719986977394,0.8976737295013464,0.8825164369785349,0.8876058632957684,0.890611054740752,0.9030158166428283,0.027273038387255533,22
2.7693169116973877,0.07606597389410025,0.022800588607788087,0.006178214889907232,0.8,0.01,8,2,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 8, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9583302579681223,0.903362280720033,0.8713702675085235,0.8841466715743849,0.8807825861796631,0.8995984127901453,0.031155147772008417,52
3.645999813079834,0.6322553393701064,0.0222015380859375,0.0050759729524342025,0.8,0.01,8,2,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 8, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9582499132906229,0.8978157143394463,0.880748292696838,0.8839136020886151,0.8936201267817114,0.9028695298394467,0.028378709304145877,23
4.55800609588623,0.5956838928755079,0.022801685333251952,0.003543658022715589,0.8,0.01,8,3,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 8, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9535164913718872,0.9010875870580662,0.8666632263842886,0.8841296548830414,0.883150220981264,0.8977094361357094,0.02995358964298264,63
4.068409109115601,0.19736211027055214,0.018199825286865236,0.0011667684236312094,0.8,0.01,8,3,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.01, 'classifier__max_depth': 8, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9543003076035663,0.8999569235765043,0.8757632965560922,0.8868794678835192,0.8902238905893884,0.9014247772418141,0.027544559471997406,33
2.8082003593444824,0.3331675864732172,0.016199922561645506,0.00040013867908155127,0.8,0.015,6,1,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 6, 'classifier__min_child_weight': 1, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9573295981644145,0.9047423280454044,0.8866577855644053,0.8892044332133455,0.8839073013458043,0.9043682892666748,0.02744921362684913,9
2.534999895095825,0.08167935333467696,0.01840066909790039,0.0028707507535647736,0.8,0.015,6,1,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 6, 'classifier__min_child_weight': 1, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9584364791216651,0.8972640298452286,0.8841000756105654,0.8933139497653406,0.8980059379141265,0.9062240944513853,0.02657102938562306,2
2.334399175643921,0.07007014678792614,0.017000913619995117,0.000632410447156193,0.8,0.015,6,2,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 6, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9583801381205765,0.9052466629651955,0.8708920098908797,0.8900385071636729,0.8809615396878161,0.901103771565628,0.030785210214263427,38
2.171800899505615,0.06891793274203817,0.017999982833862303,0.002898855088732197,0.8,0.015,6,2,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 6, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9588786608503695,0.8966105135055362,0.8878444913504001,0.8908209874082169,0.8986846883818804,0.9065678682992807,0.026443303725476076,1
1.9941998958587646,0.12222772295906406,0.01739959716796875,0.0013557630889974295,0.8,0.015,6,3,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 6, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9530039670011309,0.9054720201397165,0.8670249359878152,0.8839732455497925,0.8710875172226521,0.8961123371802214,0.03144499094110337,69
2.242199516296387,0.08035043337203084,0.027800226211547853,0.0221126926340438,0.8,0.015,6,3,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 6, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.952601802237712,0.8947305212038474,0.8741509498143396,0.8918771203514696,0.8925923113447466,0.9011905409904231,0.02674568558361345,37
2.687799263000488,0.09066034819971674,0.0171994686126709,0.0007484056250971927,0.8,0.015,7,1,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 7, 'classifier__min_child_weight': 1, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9576076924292607,0.9018164957378249,0.8844116744915018,0.8932108071322166,0.8817001666421979,0.9037493672866004,0.02784108489775093,18
2.6118072986602785,0.14985197270609973,0.01739974021911621,0.0014954585352754295,0.8,0.015,7,1,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 7, 'classifier__min_child_weight': 1, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.957817468830672,0.8967947616835322,0.8804775562117663,0.8951160977402298,0.8949645314810231,0.9050340831894447,0.02704351139483619,6
2.6557179927825927,0.08660669149714875,0.018200016021728514,0.0011655093895165949,0.8,0.015,7,2,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 7, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9586597685840779,0.9073540996087505,0.8682959303756709,0.887296515367707,0.8781736687265869,0.8999559965325588,0.03205606600714206,49
2.6793033123016357,0.0800972483374778,0.017600107192993163,0.0024166038982773854,0.8,0.015,7,2,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 7, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.958042000178284,0.8958850367562412,0.8847209317638236,0.8895847202855902,0.8998586351822295,0.9056182648332337,0.02672051709910752,3
2.1320003032684327,0.09353731347944101,0.0174008846282959,0.00233313174647121,0.8,0.015,7,3,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 7, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9538658809396309,0.9060797647781551,0.862603553609035,0.883427044255297,0.870121131494334,0.8952194750152904,0.032833316681322666,72
1.8896000385284424,0.05543105907504048,0.016399955749511717,0.0004899021946596267,0.8,0.015,7,3,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 7, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9527176485682837,0.8946292845623711,0.8738013659810501,0.8889901244957344,0.8926505004385323,0.9005577848091944,0.02708520024772395,42
2.7508009910583495,0.23919848609297376,0.020000505447387695,0.0020964884785637954,0.8,0.015,8,1,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 8, 'classifier__min_child_weight': 1, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9575499816985495,0.9021120630807162,0.8815897523367915,0.8924601090423783,0.8805103885820083,0.9028444589480887,0.028466255806906943,24
3.312200117111206,0.12718859274798736,0.01739950180053711,0.000490018902434991,0.8,0.015,8,1,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 8, 'classifier__min_child_weight': 1, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9572130977462214,0.8967275311281958,0.8784820451248126,0.8952017560312165,0.8940670298197592,0.9043382919700411,0.027244042954389834,10
2.905199384689331,0.11967518363567954,0.021201038360595705,0.002399392994499002,0.8,0.015,8,2,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 8, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9584840593121579,0.9064694623941192,0.865877613169709,0.8882908808891308,0.8783142985272993,0.8994872628584833,0.03235006968192526,53
3.1515999317169188,0.12485945915734153,0.021400070190429686,0.007310365752791147,0.8,0.015,8,2,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 8, 'classifier__min_child_weight': 2, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9575444641435078,0.8964264044485591,0.8848078222781168,0.8892092363803733,0.8984284166799976,0.9052832687861109,0.02658677871031733,4
2.6362001419067385,0.031339334833302895,0.024001073837280274,0.010276179069561379,0.8,0.015,8,3,500,reg:squarederror,0.8,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 8, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.8}",0.9534195403024872,0.9074023094003653,0.8628652894634825,0.8829183465960254,0.8700111572394593,0.8953233286003639,0.032769453744143535,71
2.311400318145752,0.136614678305824,0.019600677490234374,0.0023336755306111673,0.8,0.015,8,3,500,reg:squarederror,0.9,"{'classifier__colsample_bytree': 0.8, 'classifier__learning_rate': 0.015, 'classifier__max_depth': 8, 'classifier__min_child_weight': 3, 'classifier__n_estimators': 500, 'classifier__objective': 'reg:squarederror', 'classifier__subsample': 0.9}",0.9525123074456032,0.8944155799386498,0.8709853565634942,0.8906625029350763,0.8916317252827625,0.9000414944331172,0.027523756933498202,48
